Species	Woodiness
Moritzia ciliata	herbaceous
Morkillia mexicana	woody
Mormodes saccata	herbaceous
Moronobea coccinea	woody
Moronobea pablo	not assigned
Mortonia scabrella	woody
Mortoniodendron anisophyllum	woody
Mortoniodendron guatemalense	woody
Morus alba	woody
Morus australis	woody
Morus bombycis	not assigned
Morus cathayana	not assigned
Morus celtidifolia	not assigned
Morus indica	not assigned
Morus insignis	not assigned
Morus lactea	not assigned
Morus laevigata	not assigned
Morus lhou	not assigned
Morus macroura	not assigned
Morus mesozygia	woody
Morus microphylla	not assigned
Morus mongolica	not assigned
Morus multicaulis	not assigned
Morus nigra	woody
Morus rubra	woody
Morus serrata	not assigned
Mosannona garwoodii	woody
Moscharia pinnatifida	not assigned
Mosla dianthera	herbaceous
Mosla orthodon	herbaceous
Mosla punctulata	not assigned
Mosla scabra	not assigned
Mosquitoxylum jamaicense	woody
Mostuea brunonis	not assigned
Mostuea microphylla	not assigned
Motandra guineensis	not assigned
Motherwellia haplosciadea	not assigned
Moullava spicata	not assigned
Moultonianthus leembruggianus	woody
Mouriri acutiflora	not assigned
Mouriri angulicosta	not assigned
Mouriri apiranga	not assigned
Mouriri barinensis	not assigned
Mouriri brachyanthera	woody
Mouriri brevipes	not assigned
Mouriri chamissoana	not assigned
Mouriri collocarpa	not assigned
Mouriri crassifolia	not assigned
Mouriri dimorphandra	woody
Mouriri duckeana	not assigned
Mouriri dumetosa	not assigned
Mouriri gleasoniana	woody
Mouriri grancoala	not assigned
Mouriri grandiflora	woody
Mouriri huberi	not assigned
Mouriri intermedia	not assigned
Mouriri laxiflora	woody
Mouriri myrtifolia	not assigned
Mouriri myrtilloides	woody
Mouriri nigra	woody
Mouriri oligantha	woody
Mouriri panamensis	not assigned
Mouriri parvifolia	not assigned
Mouriri peruviana	woody
Mouriri pseudogeminata	not assigned
Mouriri pseudo-geminata	not assigned
Mouriri sagotiana	not assigned
Mouriri sideroxylon	not assigned
Mouriri uncitheca	woody
Mouriri vernicosa	woody
Mouriria huberi	not assigned
Mouriria sagotiana	not assigned
Moutabea aculeata	not assigned
Moutabea guianensis	not assigned
Moutabea longifolia	not assigned
Mucoa duckei	not assigned
Mucuna argyrophylla	not assigned
Mucuna coriacea	herbaceous
Mucuna deeringiana	not assigned
Mucuna ferox	not assigned
Mucuna flagellipes	not assigned
Mucuna gigantea	not assigned
Mucuna glabrialata	herbaceous
Mucuna holtonii	not assigned
Mucuna macrocarpa	not assigned
Mucuna mutisiana	not assigned
Mucuna nigricans	not assigned
Mucuna poggei	not assigned
Mucuna pruriens	not assigned
Mucuna sloanei	not assigned
Mucuna stans	woody
Mucuna urens	not assigned
Muehlenbeckia adpressa	not assigned
Muehlenbeckia australis	not assigned
Muehlenbeckia axillaris	woody
Muehlenbeckia chilensis	not assigned
Muehlenbeckia complexa	herbaceous
Muehlenbeckia cunninghamii	woody
Muehlenbeckia florulenta	woody
Muehlenbeckia gracillima	not assigned
Muehlenbeckia hastulata	not assigned
Muehlenbeckia rhyticarya	not assigned
Muehlenbeckia sagittifolia	not assigned
Muehlenbeckia tamnifolia	herbaceous
Muehlenbergia porteri	herbaceous
Muellera glaziovii	not assigned
Muellerina eucalyptoides	not assigned
Muhlenbergia andina	herbaceous
Muhlenbergia arisanensis	herbaceous
Muhlenbergia arizonica	herbaceous
Muhlenbergia asperifolia	herbaceous
Muhlenbergia capillaris	herbaceous
Muhlenbergia cuspidata	herbaceous
Muhlenbergia dumosa	herbaceous
Muhlenbergia emersleyi	herbaceous
Muhlenbergia filiformis	herbaceous
Muhlenbergia foliosa	herbaceous
Muhlenbergia frondosa	herbaceous
Muhlenbergia glomerata	herbaceous
Muhlenbergia huegelii	herbaceous
Muhlenbergia hugelii	herbaceous
Muhlenbergia japonica	herbaceous
Muhlenbergia ligularis	herbaceous
Muhlenbergia lindheimeri	herbaceous
Muhlenbergia mexicana	herbaceous
Muhlenbergia microsperma	herbaceous
Muhlenbergia minutissima	herbaceous
Muhlenbergia montana	herbaceous
Muhlenbergia peruviana	herbaceous
Muhlenbergia polycaulis	herbaceous
Muhlenbergia porteri	herbaceous
Muhlenbergia pungens	herbaceous
Muhlenbergia pusilla	herbaceous
Muhlenbergia racemosa	herbaceous
Muhlenbergia ramulosa	herbaceous
Muhlenbergia repens	herbaceous
Muhlenbergia richardsonis	herbaceous
Muhlenbergia rigens	herbaceous
Muhlenbergia rigida	herbaceous
Muhlenbergia robusta	herbaceous
Muhlenbergia schreberi	herbaceous
Muhlenbergia setifolia	herbaceous
Muhlenbergia sinuosa	herbaceous
Muhlenbergia sylvatica	herbaceous
Muhlenbergia tenuiflora	herbaceous
Muhlenbergia torreyi	herbaceous
Muhlenbergia uniflora	herbaceous
Muhlenbergia wrightii	herbaceous
Muilla transmontana	herbaceous
Mukia maderaspatana	herbaceous
Mukia micrantha	not assigned
Mulgedium tataricum	not assigned
Mulinum spinosum	herbaceous
Multidentia concrescens	woody
Multidentia crassa	woody
Multidentia exserta	woody
Multidentia fanshawei	woody
Multidentia sclerocarpa	woody
Mundula laxiflora	not assigned
Mundulea antanossarum	not assigned
Mundulea barclayi	not assigned
Mundulea sericea	woody
Munnozia hastifolia	not assigned
Munroa mendocina	herbaceous
Munroa squarrosa	herbaceous
Muntingia calabura	woody
Muraltia flanaganii	woody
Murbeckiella boryi	not assigned
Murbeckiella pinnatifida	not assigned
Murdannia blumei	herbaceous
Murdannia gigantea	herbaceous
Murdannia graminea	herbaceous
Murdannia nudiflora	herbaceous
Murdannia simplex	herbaceous
Muricaria prostrata	not assigned
Murraya caloxylon	not assigned
Murraya exotica	not assigned
Murraya koenigii	woody
Murraya laetum	not assigned
Murraya paniculata	woody
Murraya serratum	not assigned
Musa abaca	not assigned
Musa acuminata	herbaceous
Musa balbisiana	herbaceous
Musa gracilis	not assigned
Musa ornata	herbaceous
Musa paradisiaca	herbaceous
Musa sapientum	herbaceous
Musa velutina	herbaceous
Musa violascens	not assigned
Musanga cecropioides	woody
Musanga smithii	not assigned
Muscari alpanicum	herbaceous
Muscari armeniacum	herbaceous
Muscari atlanticum	herbaceous
Muscari botryoides	herbaceous
Muscari commutatum	herbaceous
Muscari comosum	herbaceous
Muscari longipes	herbaceous
Muscari neglectum	herbaceous
Muscari racemosum	herbaceous
Muscari szovitsianum	herbaceous
Muscari tenuiflorum	herbaceous
Muscari tubiflorum	herbaceous
Musgravea heterophylla	woody
Musgravea stenostachya	woody
Musineon divaricatum	herbaceous
Mussaenda arcuata	woody
Mussaenda belilla	not assigned
Mussaenda divaricata	woody
Mussaenda erythrophylla	not assigned
Mussaenda esquirolii	woody
Mussaenda frondosa	woody
Mussaenda hirsutissima	not assigned
Mussaenda hossei	not assigned
Mussaenda microdonta	woody
Mussaenda parviflora	not assigned
Mussaenda pervillei	not assigned
Mussaenda pubescens	not assigned
Mussaenda tomentosa	not assigned
Mussaendopsis beccariana	not assigned
Mussatia hyacinthina	not assigned
Musschia aurea	not assigned
Mutisia coccinea	not assigned
Mutisia ilicifolia	woody
Mutisia latifolia	not assigned
Mutisia linearifolia	woody
Mutisia retrorsa	woody
Mutisia spinosa	woody
Myagrum perfoliatum	herbaceous
Mycelis muralis	herbaceous
Mycerinus chimantensis	not assigned
Myodocarpus fraxinifolius	not assigned
Myoporum acuminatum	woody
Myoporum bateae	not assigned
Myoporum bontioides	woody
Myoporum brevipes	not assigned
Myoporum debile	woody
Myoporum deserti	woody
Myoporum floribundum	not assigned
Myoporum insulare	woody
Myoporum kermadecense	not assigned
Myoporum laetum	woody
Myoporum montanum	woody
Myoporum parvifolium	not assigned
Myoporum petiolatum	not assigned
Myoporum platycarpum	woody
Myoporum sandwicense	woody
Myoporum turbinatum	not assigned
Myoporum viscosum	not assigned
Myoschilos oblongum	woody
Myosotidium hortensia	herbaceous
Myosotis alpestris	herbaceous
Myosotis arvensis	herbaceous
Myosotis australis	not assigned
Myosotis caespitosa	not assigned
Myosotis cespitosa	herbaceous
Myosotis decumbens	herbaceous
Myosotis discolor	herbaceous
Myosotis laxa	herbaceous
Myosotis nemorosa	herbaceous
Myosotis palustris	herbaceous
Myosotis praecox	not assigned
Myosotis ramosissima	herbaceous
Myosotis rehsteineri	herbaceous
Myosotis scorpioides	herbaceous
Myosotis secunda	herbaceous
Myosotis silvatica	herbaceous
Myosotis sparsiflora	herbaceous
Myosotis stolonifera	herbaceous
Myosotis stricta	herbaceous
Myosotis suaveolens	not assigned
Myosotis sylvatica	herbaceous
Myosotis verna	not assigned
Myosotis virginiana	not assigned
Myosoton aquaticum	herbaceous
Myosurus apetalus	herbaceous
Myosurus minimus	herbaceous
Myracrodruon urundeuva	woody
Myrceugenella apiculata	not assigned
Myrceugenella chequen	not assigned
Myrceugenia campestris	not assigned
Myrceugenia chrysocarpa	not assigned
Myrceugenia euosma	not assigned
Myrceugenia exsucca	not assigned
Myrceugenia fernandeziana	not assigned
Myrceugenia miersiana	not assigned
Myrceugenia myrcioides	not assigned
Myrceugenia obtusa	not assigned
Myrceugenia ovata	not assigned
Myrceugenia parvifolia	not assigned
Myrceugenia planipes	woody
Myrceugenia reitzii	not assigned
Myrcia acuminatissima	woody
Myrcia aliena	woody
Myrcia amazonica	not assigned
Myrcia berberis	not assigned
Myrcia blancanueva	not assigned
Myrcia brasiliensis	not assigned
Myrcia coriacea	not assigned
Myrcia deflexa	woody
Myrcia fallax	not assigned
Myrcia floribunda	woody
Myrcia fosteri	not assigned
Myrcia gatunensis	woody
Myrcia glabra	woody
Myrcia guianensis	not assigned
Myrcia hartwegiana	not assigned
Myrcia huallagae	not assigned
Myrcia leptoclada	not assigned
Myrcia multiflora	not assigned
Myrcia obumbrans	woody
Myrcia oerstediana	not assigned
Myrcia paivae	not assigned
Myrcia palustris	woody
Myrcia pielizard	not assigned
Myrcia platatomen	not assigned
Myrcia pseudonitida	not assigned
Myrcia pyrifolia	not assigned
Myrcia racemosa	woody
Myrcia retorta	not assigned
Myrcia rostrata	woody
Myrcia rufipila	not assigned
Myrcia splendens	woody
Myrcia sylvatica	woody
Myrcia tomentosa	not assigned
Myrcia vertipub	not assigned
Myrcia zetekiana	not assigned
Myrcianthes cisplatensis	not assigned
Myrcianthes fragrans	woody
Myrcianthes gigantea	woody
Myrcianthes mato	not assigned
Myrcianthes pseudomato	not assigned
Myrcianthes pseudo-mato	not assigned
Myrcianthes pungens	not assigned
Myrciaria amazonica	woody
Myrciaria cauliflora	woody
Myrciaria cuspidata	woody
Myrciaria dubia	not assigned
Myrciaria floribunda	woody
Myrciaria intermed	not assigned
Myrciaria jaboticaba	not assigned
Myrianthus arboreus	woody
Myrianthus holstii	woody
Myrianthus libericus	woody
Myriaspora decipiens	not assigned
Myriaspora egensis	not assigned
Myrica asplenifolia	woody
Myrica californica	woody
Myrica carolinensis	not assigned
Myrica caroliniensis	not assigned
Myrica cerifera	woody
Myrica cordifolia	woody
Myrica dentulata	woody
Myrica esculenta	woody
Myrica faya	woody
Myrica gale	woody
Myrica heterophylla	woody
Myrica inodora	not assigned
Myrica javanica	not assigned
Myrica longifolia	woody
Myrica pensylvanica	woody
Myrica phillyreaefolia	not assigned
Myrica pilulifera	woody
Myrica pubescens	woody
Myrica rubra	woody
Myrica serrata	not assigned
Myricaria bracteata	woody
Myricaria elegans	woody
Myricaria germanica	woody
Myricaria squamosa	woody
Myriocarpa longipes	woody
Myriocarpa obovata	not assigned
Myriocarpa stipitata	woody
Myriocarpa yzabalensis	not assigned
Myriocephalus appendiculatus	not assigned
Myriocephalus guerinae	not assigned
Myriocephalus pygmaea	not assigned
Myriocephalus rhizocephalus	herbaceous
Myriocephalus rudallii	not assigned
Myriocephalus stuartii	not assigned
Myriophyllum alpinum	not assigned
Myriophyllum alterniflorum	herbaceous
Myriophyllum aquaticum	herbaceous
Myriophyllum brasiliense	not assigned
Myriophyllum exalbescens	herbaceous
Myriophyllum farwellii	herbaceous
Myriophyllum heterophyllum	herbaceous
Myriophyllum papillosum	not assigned
Myriophyllum pedunculatum	not assigned
Myriophyllum propinquum	not assigned
Myriophyllum spicatum	herbaceous
Myriophyllum verticillatum	herbaceous
Myriophyllum votschii	not assigned
Myripnois dioica	woody
Myristica affinis	woody
Myristica amygdalina	woody
Myristica attenuata	woody
Myristica bicuhyba	woody
Myristica brassii	woody
Myristica buchneriana	woody
Myristica canarica	woody
Myristica castaneaefolia	woody
Myristica celebica	woody
Myristica chartacea	woody
Myristica cinnamomea	woody
Myristica crassa	woody
Myristica cucullata	woody
Myristica elliptica	woody
Myristica fatua	woody
Myristica fragrans	woody
Myristica fusca	woody
Myristica gigantea	woody
Myristica gillespieana	woody
Myristica globosa	woody
Myristica grandifolia	woody
Myristica guatteriaefolia	woody
Myristica iners	woody
Myristica insipida	woody
Myristica irya	woody
Myristica knema	woody
Myristica linifolia	woody
Myristica lowiana	woody
Myristica maingayi	woody
Myristica malabarica	not assigned
Myristica maxima	woody
Myristica pachyphylla	woody
Myristica philippensis	woody
Myristica smythiesii	not assigned
Myristica subalulata	woody
Myristica succedanea	woody
Myristica sulcata	woody
Myristica villosa	woody
Myristica virola	woody
Myrmechis japonica	herbaceous
Myrmecophila chionodora	herbaceous
Myrmecosicyos messorius	not assigned
Myrocarpus fastigiatus	not assigned
Myrocarpus frondosus	woody
Myrospermum frutescens	woody
Myrothamnus flabellifolia	not assigned
Myrothamnus flabellifolius	woody
Myroxylon balsamum	woody
Myroxylon peruiferum	not assigned
Myrrhidendron donnellsmithii	not assigned
Myrrhinium atropurpureum	not assigned
Myrrhis odorata	herbaceous
Myrrhoides nodosa	not assigned
Myrsine achradifolia	not assigned
Myrsine acrantha	not assigned
Myrsine africana	woody
Myrsine andina	herbaceous
Myrsine angustifolia	not assigned
Myrsine argentea	not assigned
Myrsine australis	woody
Myrsine benthamiana	not assigned
Myrsine canariensis	not assigned
Myrsine capitellata	not assigned
Myrsine coriacea	woody
Myrsine divaricata	woody
Myrsine ferruginea	woody
Myrsine flocculosa	not assigned
Myrsine floridana	not assigned
Myrsine gardneriana	woody
Myrsine gilliana	not assigned
Myrsine guianensis	woody
Myrsine juergensenii	woody
Myrsine lessertiana	woody
Myrsine lorentziana	not assigned
Myrsine melanophloeos	not assigned
Myrsine neriifolia	not assigned
Myrsine nummularia	woody
Myrsine parvifolia	woody
Myrsine salicina	woody
Myrsine sandwicensis	woody
Myrsine seguinii	woody
Myrsine semiserrata	not assigned
Myrsine umbellata	woody
Myrsine variabilis	not assigned
Myrsiphyllum asparagoides	not assigned
Myrtillocactus cochal	not assigned
Myrtus bullata	not assigned
Myrtus communis	woody
Myrtus nivelii	not assigned
Myrtus obcordata	woody
Mystacidium gracile	herbaceous
Mystacidium tanganyikense	herbaceous
Mystacidium venosum	herbaceous
Mystroxylon aethiopicum	woody
Mytilaria laosensis	not assigned
Myxopappus hereroensis	not assigned
Myxopyrum nervosum	not assigned
Myzodendron imbricatum	not assigned
Nageia fleuryi	not assigned
Nageia motleyi	not assigned
Nageia nagi	not assigned
Nageia vitiensis	not assigned
Nageia wallichiana	not assigned
Najas flexilis	herbaceous
Najas gracillima	herbaceous
Najas guadalupensis	herbaceous
Najas marina	herbaceous
Najas minor	herbaceous
Nama aretioides	herbaceous
Nama demissum	herbaceous
Nama densum	not assigned
Nama dichotomum	herbaceous
Nama havardii	herbaceous
Nama lobbii	conflicting (herbaceous vs. woody)
Nama rothrockii	not assigned
Namibia cinerea	woody
Namibia ponderosa	woody
Nananthus aloides	woody
Nananthus margaritiferus	woody
Nandina domestica	woody
Nannorrhops ritchieana	not assigned
Nanophyton erinaceum	not assigned
Nanophyton grubovii	not assigned
Nanophyton mongolicum	not assigned
Napaea dioica	not assigned
Napoleona imperialis	not assigned
Napoleona septentrionalis	not assigned
Napoleona vogelii	not assigned
Napoleonaea gossweileri	woody
Napoleonaea imperialis	not assigned
Napoleonaea leonensis	not assigned
Napoleonaea septentrionalis	not assigned
Napoleonaea vogelii	not assigned
Naravelia zeylanica	not assigned
Narcissus dubius	not assigned
Narcissus incomparabilis	herbaceous
Narcissus jonquilla	herbaceous
Narcissus medio-luteus	herbaceous
Narcissus poeticus	herbaceous
Narcissus pseudonarcissus	herbaceous
Narcissus radiiflorus	herbaceous
Narcissus requienii	not assigned
Narcissus tazetta	not assigned
Nardurus halleri	herbaceous
Nardurus tenellus	herbaceous
Nardus stricta	herbaceous
Nardus strictus	herbaceous
Narthecium ossifragum	herbaceous
Nassauvia axillaris	woody
Nassauvia darwinii	woody
Nassauvia fuegiana	woody
Nassauvia magellanica	not assigned
Nassauvia nivalis	woody
Nassauvia pentacaenoides	woody
Nassauvia pinnigera	herbaceous
Nassauvia serpens	not assigned
Nassauvia spinosa	woody
Nassella cernua	herbaceous
Nassella lepida	herbaceous
Nassella leucotricha	herbaceous
Nassella pulchra	herbaceous
Nassella trichotoma	herbaceous
Nassella viridula	herbaceous
