Species	PFT
Kalanchoe orgyalis	not assigned ()
Kalanchoe paniculata	forb
Kalanchoe petitiana	forb
Kalanchoe pinnata	forb
Kalanchoe prittwitzii	not assigned ()
Kalanchoe prolifera	forb
Kalanchoe rosei	not assigned ()
Kalanchoe rotundifolia	forb
Kalanchoe sexangularis	forb
Kalanchoe synsepala	not assigned ()
Kalanchoe tetraphylla	not assigned ()
Kalanchoe thyrsiflora	not assigned (herb/shrub)
Kalanchoe tomentosa	not assigned ()
Kalanchoe velutina	forb
Kalanchoe wildii	forb
Kalappia celebica	not assigned (legume?)
Kalidium caspicum	not assigned (shrub)
Kalidium cuspidatum	not assigned (shrub)
Kalidium foliatum	not assigned (shrub)
Kalidium gracile	not assigned (shrub)
Kalimeris incisa	forb
Kalimeris indica	not assigned ()
Kalimeris integrifolia	forb
Kalimeris pinnatifida	forb
Kalinia obtusiflora	grass
Kaliphora madagascariensis	not assigned ()
Kallstroemia grandiflora	forb
Kallstroemia maxima	not assigned ()
Kallstroemia parviflora	not assigned ()
Kallstroemia pubescens	not assigned ()
Kallstroemia rosei	not assigned ()
Kalmia angustifolia	not assigned (shrub)
Kalmia buxifolia	not assigned ()
Kalmia cuneata	not assigned ()
Kalmia hirsuta	not assigned ()
Kalmia latifolia	not assigned (shrub/tree)
Kalmia microphylla	not assigned (shrub)
Kalmia polifolia	not assigned (shrub)
Kalmia procumbens	not assigned
Kalopanax septemlobus	not assigned
Kamettia caryophyllata	not assigned ()
Kampochloa brachyphylla	grass
Kanahia laniflora	not assigned ()
Kanapia monstrosa	not assigned ()
Kandelia candel	not assigned
Kandelia obovata	not assigned ()
Kania eugenioides	not assigned ()
Kaokochloa nigrirostris	grass
Kardomia odontocalyx	not assigned ()
Karelinia caspia	forb
Karomia microphylla	not assigned ()
Karomia mira	not assigned ()
Karomia tettensis	not assigned ()
Karpatiosorbus	not assigned ()
Karpatiosorbus adamii	not assigned ()
Karpatiosorbus andreanszkyana	not assigned ()
Karpatiosorbus badensis	not assigned ()
Karpatiosorbus bakonyensis	not assigned ()
Karpatiosorbus balatonica	not assigned ()
Karpatiosorbus barthae	not assigned ()
Karpatiosorbus bohemica	not assigned ()
Karpatiosorbus borosiana	not assigned ()
Karpatiosorbus bristoliensis	not assigned ()
Karpatiosorbus decipientiformis	not assigned ()
Karpatiosorbus devoniensis	not assigned ()
Karpatiosorbus dominii	not assigned ()
Karpatiosorbus eugenii-kelleri	not assigned ()
Karpatiosorbus franconica	not assigned ()
Karpatiosorbus futakiana	not assigned ()
Karpatiosorbus gayeriana	not assigned ()
Karpatiosorbus gerecseensis	not assigned ()
Karpatiosorbus hybrida	not assigned ()
Karpatiosorbus joannis	not assigned ()
Karpatiosorbus karpatii	not assigned ()
Karpatiosorbus klasterskyana	not assigned ()
Karpatiosorbus kmetiana	not assigned ()
Karpatiosorbus magocsyana	not assigned ()
Karpatiosorbus pseudobakonyensis	not assigned ()
Karpatiosorbus pseudosemiincisa	not assigned ()
Karpatiosorbus pseudovertesensis	not assigned ()
Karpatiosorbus redliana	not assigned ()
Karpatiosorbus semiincisa	not assigned ()
Karpatiosorbus simonkaiana	not assigned ()
Karpatiosorbus slovenica	not assigned ()
Karpatiosorbus subcuneata	not assigned ()
Karrabina benthamiana	not assigned (tree)
Karrabina biagiana	not assigned (tree)
Karwinskia calderonii	not assigned
Karwinskia humboldtiana	not assigned (shrub)
Karwinskia latifolia	not assigned ()
Karwinskia mollis	not assigned (shrub/tree)
Karwinskia parvifolia	not assigned ()
Katapsuxis silaifolia	not assigned ()
Kaunia lasiophthalma	not assigned ()
Kaunia saltensis	not assigned
Kaviria aucheri	not assigned ()
Kaviria cana	not assigned ()
Kaviria gossypina	not assigned ()
Kaviria lachnantha	not assigned ()
Kaviria rubescens	not assigned ()
Kaviria tomentosa	not assigned ()
Kaviria vvedenskyi	not assigned ()
Kaviria zehzadii	not assigned ()
Kayea assamica	not assigned (tree)
Kayea beccariana	not assigned (tree)
Kayea elegans	not assigned (tree)
Kayea floribunda	not assigned (tree)
Kayea grandis	not assigned (tree)
Kayea lepidota	not assigned (tree)
Kayea manii	not assigned (tree)
Kayea paniculata	not assigned (shrub/tree)
Kayea racemosa	not assigned
Kayea wrayi	not assigned (shrub/tree)
Kearnemalvastrum lacteum	forb
Keckiella antirrhinoides	not assigned (shrub)
Keckiella breviflora	not assigned ()
Keckiella cordifolia	not assigned
Keckiella corymbosa	not assigned ()
Keckiella lemmonii	not assigned ()
Keckiella ternata	not assigned (shrub)
Kedrostis crassirostrata	not assigned ()
Kedrostis foetidissima	forb
Kedrostis hirtella	forb
Kedrostis leloja	forb
Kedrostis limpompensis	forb
Keerlia	not assigned ()
Keetia cornelia	not assigned ()
Keetia foetida	not assigned ()
Keetia gueinzii	not assigned (shrub)
Keetia hispida	not assigned ()
Keetia multiflora	not assigned ()
Keetia venosa	not assigned (shrub)
Keetia zanzibarica	not assigned (shrub/tree)
Kelleria dieffenbachii	not assigned (shrub)
Kelleria ericoides	not assigned (shrub)
Kelloggia galioides	forb
Kemulariella caucasica	forb
Kendrickia walkeri	not assigned ()
Kengyilia alatavica	grass
Kengyilia batalinii	grass
Kengyilia eremopyroides	grass
Kengyilia geminata	grass
Kengyilia gobicola	grass
Kengyilia grandiglumis	grass
Kengyilia habahenensis	grass
Kengyilia hirsuta	grass
Kengyilia kaschgarica	grass
Kengyilia kokonorica	grass
Kengyilia kryloviana	grass
Kengyilia laxiflora	grass
Kengyilia laxistachya	grass
Kengyilia melanthera	grass
Kengyilia mutica	grass
Kengyilia pamirica	grass
Kengyilia rigidula	grass
Kengyilia shawanensis	grass
Kengyilia stenachyra	grass
Kengyilia tahelacana	grass
Kengyilia thoroldiana	grass
Kengyilia zhaosuensis	grass
Kennedia	not assigned (legume?)
Kennedia coccinea	not assigned (legume?)
Kennedia eximia	not assigned (legume?)
Kennedia nigricans	not assigned (legume?)
Kennedia prostrata	not assigned (legume?)
Kennedia retrorsa	not assigned (legume?)
Kennedia rubicunda	legume
Kennedia stirlingii	not assigned (legume?)
Kernera saxatilis	forb
Kerria japonica	not assigned (shrub)
Kerriochloa siamensis	grass
Kersia carnosa	not assigned ()
Kersia kalachariensis	forb
Kersia laburnifolia	not assigned ()
Kersia suffruticosa	not assigned ()
Keteleeria davidiana	not assigned (tree)
Keteleeria evelyniana	not assigned (tree)
Keteleeria fortunei	not assigned (tree)
Kewa angrae-pequenae	not assigned ()
Kewa bowkeriana	not assigned (herb/shrub)
Kewa caespitosa	not assigned ()
Kewa salsoloides	not assigned (herb/shrub)
Keysseria radicans	forb
Khaya anthotheca	not assigned (tree)
Khaya grandifolia	not assigned
Khaya grandifoliola	not assigned (shrub/tree)
Khaya ivorensis	not assigned (tree)
Khaya madagascariensis	not assigned ()
Khaya nyasica	not assigned (tree)
Khaya senegalensis	not assigned (tree)
Kibara coriacea	not assigned (tree)
Kibatalia arborea	not assigned (tree)
Kibatalia macrophylla	not assigned ()
Kibatalia maingayi	not assigned (tree)
Kickxia	forb
Kickxia aegyptiaca	not assigned ()
Kickxia commutata	not assigned ()
Kickxia elatine	forb
Kickxia spuria	forb
Kielmeyera coriacea	not assigned (tree)
Kielmeyera lathrophyton	not assigned (tree)
Kielmeyera marauensis	not assigned (shrub/tree)
Kielmeyera rubriflora	not assigned (tree)
Kielmeyera variabilis	not assigned (shrub)
Kigelia africana	not assigned (tree)
Kiggelaria africana	not assigned
Kinabaluchloa nebulosa	grass
Kinabaluchloa ridleyi	grass
Kinabaluchloa wrayi	grass
Kippistia suaedifolia	not assigned ()
Kirengeshoma palmata	not assigned ()
Kirkia	not assigned ()
Kirkia acuminata	not assigned (tree)
Kirkia leandrii	not assigned ()
Kirkia tenuifolia	not assigned (tree)
Kirkia wilmsii	not assigned (tree)
Kissenia arabica	not assigned ()
Kissenia capensis	not assigned ()
Kitagawia baicalensis	not assigned ()
Kitagawia praeruptora	not assigned ()
Kitagawia terebinthacea	not assigned ()
Kitaibela vitifolia	not assigned ()
Kitaibelia balansae	not assigned ()
Kitamuria glehnii	forb
Kjellbergiodendron celebicum	not assigned ()
Klaineanthus gaboniae	not assigned (tree)
Klainedoxa gabonensis	not assigned (tree)
Klarobelia candida	not assigned (tree)
Klarobelia lucida	not assigned (tree)
Klarobelia napoensis	not assigned (tree)
Klasea centauroides	not assigned ()
Klasea flavescens	forb
Klasea oligocephala	not assigned ()
Klasea procumbens	forb
Klasea pusilla	not assigned ()
Klasea quinquefolia	forb
Klasea radiata	not assigned ()
Kleinhovia hospita	not assigned (tree)
Kleinia abyssinica	not assigned ()
Kleinia barbertonica	not assigned ()
Kleinia neriifolia	not assigned (shrub)
Kleinia petraea	not assigned ()
Knautia ambigua	forb
Knautia arvensis	forb
Knautia carinthiaca	forb
Knautia dipsacifolia	forb
Knautia drymeia	forb
Knautia illyrica	forb
Knautia integrifolia	forb
Knautia kitaibelii	forb
Knautia longifolia	forb
Knautia sambucifolia	forb
Knautia transalpina	forb
Knautia velutina	forb
Knema angustifolia	not assigned (tree)
Knema attenuata	not assigned (tree)
Knema cinerea	not assigned (tree)
Knema conferta	not assigned (tree)
Knema furfuracea	not assigned (tree)
Knema glauca	not assigned (tree)
Knema glaucescens	not assigned (tree)
Knema globularia	not assigned (tree)
Knema glomerata	not assigned (tree)
Knema hookeriana	not assigned (tree)
Knema intermedia	not assigned (tree)
Knema korthalsii	not assigned (tree)
Knema krusemaniana	not assigned (tree)
Knema kunstleri	not assigned ()
Knema latericia	not assigned (tree)
Knema latifolia	not assigned (tree)
Knema laurina	not assigned (tree)
Knema linifolia	not assigned (tree)
Knema lunduensis	not assigned (tree)
Knema malayana	not assigned (tree)
Knema mandaharan	not assigned (tree)
Knema oblongata	not assigned (tree)
Knema pallens	not assigned (tree)
Knema pubiflora	not assigned (tree)
Knema pulchra	not assigned (tree)
Knema stenophylla	not assigned (tree)
Knema subhirtella	not assigned ()
Knightia excelsa	not assigned ()
Kniphofia benguellensis	forb
Kniphofia breviflora	not assigned ()
Kniphofia dubia	forb
Kniphofia grantii	forb
Kniphofia hybrida	not assigned ()
Kniphofia latifolia	not assigned ()
Kniphofia linearifolia	forb
Kniphofia mulanjeana	forb
Kniphofia porphyrantha	not assigned ()
Kniphofia princeae	forb
Kniphofia reynoldsii	forb
Kniphofia rooperi	not assigned ()
Kniphofia splendida	forb
Kniphofia tysonii	not assigned ()
Kniphofia uvaria	forb
Knorringia sibirica	forb
Knowltonia caffra	not assigned ()
Knowltonia crassifolia	not assigned ()
Knowltonia tenuifolia	not assigned ()
Knowltonia transvaalensis	forb
Knowltonia vesicatoria	forb
Knoxia sumatrensis	forb
Koanophyllon galeottii	not assigned (tree)
Koanophyllon hylonomum	not assigned ()
Koanophyllon pittieri	not assigned ()
Koanophyllon wetmorei	not assigned (shrub)
Kobresia	grass
Kochia	not assigned ()
Kochia childsii	not assigned (shrub)
Koeberlinia spinosa	not assigned ()
Koehneria madagascariensis	not assigned ()
Koeleria	grass
Koeleria altaica	grass
Koeleria antarctica	grass
Koeleria arenaria	grass
Koeleria argentea	grass
Koeleria asiatica	grass
Koeleria askoldensis	grass
Koeleria besseri	grass
Koeleria biebersteinii	grass
Koeleria boliviensis	grass
Koeleria brevis	grass
Koeleria calderonii	grass
Koeleria capensis	grass
Koeleria carolii	grass
Koeleria caudata	grass
Koeleria cenisia	grass
Koeleria cheesemanii	grass
Koeleria crassipes	grass
Koeleria cristata	grass
Koeleria delavignei	grass
Koeleria embergeri	grass
Koeleria eriostachya	grass
Koeleria fueguina	grass
Koeleria glauca	grass
Koeleria hirsuta	grass
Koeleria inaequaliglumis	grass
Koeleria karavajevii	grass
Koeleria kurtzii	grass
Koeleria loweana	grass
Koeleria luerssenii	grass
Koeleria macrantha	grass
Koeleria mendocinensis	grass
Koeleria nitidula	grass
Koeleria novozelandica	grass
Koeleria permollis	grass
Koeleria praeandina	grass
Koeleria pyramidata	grass
Koeleria rhodopea	grass
Koeleria riguorum	grass
Koeleria skrjabinii	grass
Koeleria spicata	grass
Koeleria splendens	grass
Koeleria thonii	grass
Koeleria tzvelevii	grass
Koeleria vallesiana	grass
Koeleria ventanicola	grass
Koeleria vurilochensis	grass
Koelpinia linearis	not assigned ()
Koelreuteria bipinnata	not assigned ()
Koelreuteria elegans	not assigned ()
Koelreuteria paniculata	not assigned (tree)
Koenigia	forb
Koenigia alpina	forb
Koenigia campanulata	forb
Koenigia davisiae	forb
Koenigia islandica	forb
Koenigia mollis	not assigned ()
Koenigia polystachya	forb
Kohautia amatymbica	forb
Kohautia aspera	forb
Kohautia azurea	forb
Kohautia caespitosa	forb
Kohautia coccinea	forb
Kohautia confusa	forb
Kohautia cynanchica	not assigned (herb/shrub)
Kohautia grandiflora	forb
Kohautia microflora	forb
Kohautia ramosissima	not assigned (herb/shrub)
Kohautia subverticillata	forb
Kohautia tenuis	forb
Koilodepas bantamense	not assigned ()
Koilodepas brevipes	not assigned (shrub/tree)
Koilodepas hainanense	not assigned (shrub)
Koilodepas laevigatum	not assigned (tree)
Koilodepas longifolium	not assigned (tree)
Kokoona littoralis	not assigned (tree)
Kokoona ochracea	not assigned (tree)
Kokoona ovatolanceolata	not assigned (tree)
Kokoona reflexa	not assigned (tree)
Kolkwitzia amabilis	not assigned (shrub)
Komaroffia integrifolia	not assigned ()
Konza prairie	grass
Koompassia excelsa	not assigned (legume?)
Koompassia malaccensis	not assigned (tree)
Koordersiochloa longiarista	grass
Koordersiodendron pinnatum	not assigned (tree)
Kopsia arborea	not assigned (tree)
Kopsia rosea	not assigned ()
Kopsiopsis strobilacea	forb
Korthalsella complanata	not assigned (shrub)
Korthalsella emersa	not assigned (shrub)
Korthalsella japonica	not assigned ()
Korthalsella lindsayi	not assigned ()
Korthalsella rubra	not assigned ()
Korthalsella salicornioides	not assigned ()
Korthalsia	not assigned (tree)
Korthalsia echinometra	not assigned (tree)
Korthalsia ferox	not assigned ()
Korthalsia flagellaris	not assigned ()
Korthalsia junghuhnii	not assigned ()
Korthalsia laciniosa	not assigned ()
Korthalsia rigida	not assigned ()
Korthalsia rostrata	not assigned ()
Kosteletzkya adoensis	not assigned (herb/shrub)
Kosteletzkya begoniifolia	not assigned (herb/shrub)
Kosteletzkya buettneri	forb
Kosteletzkya diplocrater	not assigned ()
Kosteletzkya pentacarpos	not assigned
Kostermansia malayana	not assigned (tree)
Kotschya aeschynomenoides	not assigned (shrub)
Kotschya africana	not assigned (shrub)
Kotschya bullockii	not assigned (shrub/tree)
Kotschya capitulifera	legume
Kotschya carsonii	not assigned (shrub)
Kotschya coalescens	not assigned (herb/shrub)
Kotschya eurycalyx	not assigned (herb/shrub)
Kotschya imbricata	not assigned (shrub)
Kotschya longiloba	not assigned (herb/shrub)
Kotschya prittwitzii	not assigned (shrub)
Kotschya recurvifolia	not assigned (shrub)
Kotschya scaberrima	not assigned (shrub)
Kotschya speciosa	not assigned (shrub)
Kotschya strigosa	not assigned (shrub)
Kotschya strobilantha	not assigned (shrub)
Kotschya suberifera	not assigned (tree)
Kotschya thymodora	not assigned (shrub)
Kotschya uguenensis	not assigned (shrub)
Krameria bicolor	not assigned ()
Krameria cistoidea	not assigned ()
Krameria cytisoides	not assigned (shrub)
Krameria erecta	not assigned (shrub)
Krapovickasia flavescens	forb
Krapovickasia urticifolia	forb
Krascheninnikovia ceratoides	forb
Krascheninnikovia lanata	forb
Krauseola gillettii	not assigned ()
Krauseola mosambicina	forb
Kraussia floribunda	not assigned (shrub)
Kreidion chinensis	not assigned ()
Kreidion scopulorum	forb
Kremeriella cordylocarpus	not assigned ()
Krenakia minarum	grass
Krigia biflora	forb
Krigia cespitosa	not assigned ()
Krigia virginica	forb
Krugiodendron ferreum	not assigned (tree)
Krukoviella	not assigned (tree)
Kuloa usambarensis	not assigned (tree)
Kumara plicatilis	not assigned ()
Kumlienia hystricula	forb
Kummerowia	not assigned (legume?)
Kummerowia stipulacea	legume
Kummerowia striata	legume
Kundmannia sicula	forb
Kunstleria keralensis	not assigned (legume?)
Kunstleria ridleyi	not assigned (legume?)
Kunzea acicularis	not assigned (shrub)
Kunzea ambigua	not assigned (shrub)
Kunzea baxteri	not assigned ()
Kunzea bracteolata	not assigned (shrub)
Kunzea capitata	not assigned (shrub)
Kunzea ericifolia	not assigned (shrub)
Kunzea ericoides	not assigned
Kunzea flavescens	not assigned (shrub)
Kunzea micrantha	not assigned (shrub)
Kunzea montana	not assigned (shrub)
Kunzea muelleri	not assigned ()
Kunzea opposita	not assigned (shrub)
Kunzea parvifolia	not assigned (shrub)
Kunzea pauciflora	not assigned (shrub)
Kunzea pomifera	not assigned (shrub)
Kunzea pulchella	not assigned (shrub)
Kunzea rupestris	not assigned ()
Kunzea salina	not assigned (shrub)
Kunzea similis	not assigned (shrub)
Kunzea sinclairii	not assigned ()
Kuruna	grass
Kuruna debilis	grass
Kuruna densifolia	grass
Kuruna floribunda	grass
Kuruna scandens	grass
Kuruna walkeriana	grass
Kutchubaea palustris	not assigned ()
Kutchubaea semisericea	not assigned
Kydia calycina	not assigned ()
Kyllinga triceps	grass
Kyphocarpa angustifolia	forb
Labichea buettneriana	not assigned (legume?)
Labichea lanceolata	not assigned (legume?)
Labichea teretifolia	not assigned (legume?)
Labisia acuta	not assigned ()
Labisia pumila	forb
Lablab purpureus	legume
Labourdonnaisia calophylloides	not assigned ()
Labramia ankaranaensis	not assigned ()
Labramia louvelii	not assigned ()
Laburnum alpinum	not assigned (legume?)
Laburnum anagyroides	not assigned
Laburnum watereri	not assigned (legume?)
Laccodiscus pseudostipularis	not assigned ()
Laccospadix australasicus	not assigned
Laccosperma secundiflorum	not assigned ()
Lachanodes arborea	not assigned ()
Lachemilla	forb
Lachemilla orbiculata	not assigned ()
Lachemilla verticillata	forb
Lachenalia	forb
Lachenalia contaminata	forb
Lachenalia elegans	forb
Lachenalia ensifolia	forb
Lachenalia giessii	forb
Lachenalia liliiflora	forb
Lachenalia lutea	forb
Lachenalia orchioides	forb
Lachenalia orthopetala	forb
Lachenalia pallida	forb
Lachenalia polyphylla	forb
Lachenalia reflexa	forb
Lachenalia splendida	forb
Lachenalia unifolia	forb
Lachenalia violacea	forb
Lachesiodendron viridiflorum	not assigned (legume?)
Lachnagrostis adamsonii	grass
Lachnagrostis aemula	grass
Lachnagrostis ammobia	grass
Lachnagrostis barbuligera	grass
