Species	Family
Mallotus multiglandulosus	Euphorbiaceae
Mallotus muticus	Euphorbiaceae
Mallotus nesophilus	Euphorbiaceae
Mallotus oblongifolius	Euphorbiaceae
Mallotus oppositifolius	Euphorbiaceae
Mallotus paniculatus	Euphorbiaceae
Mallotus peltatus	Euphorbiaceae
Mallotus penangensis	Euphorbiaceae
Mallotus philippensis	Euphorbiaceae
Mallotus philippinensis	Euphorbiaceae
Mallotus polyadenos	Euphorbiaceae
Mallotus repandus	Euphorbiaceae
Mallotus roxburghianus	Euphorbiaceae
Mallotus stipularis	Euphorbiaceae
Mallotus subpeltatus	Euphorbiaceae
Mallotus sumatranus	Euphorbiaceae
Mallotus tenuipes	Euphorbiaceae
Mallotus wrayi	Euphorbiaceae
Malmea cuspidata	Annonaceae
Malmea depressa	Annonaceae
Malmea diclina	Annonaceae
Malmea dielsiana	Annonaceae
Malmea lucida	Annonaceae
Malope trifida	Malvaceae
Malosma laurina	Anacardiaceae
Malouetia cestroides	Apocynaceae
Malouetia duckei	Apocynaceae
Malouetia guatemalensis	Apocynaceae
Malouetia naias	Apocynaceae
Malouetia peruviana	Apocynaceae
Malouetia quadricasarum	Apocynaceae
Malouetia tamaquarina	Apocynaceae
Malpighia albiflora	Malpighiaceae
Malpighia emarginata	Malpighiaceae
Malpighia glabra	Malpighiaceae
Malpighia infestissima	Malpighiaceae
Malpighia ovata	Malpighiaceae
Malpighia romeroana	Malpighiaceae
Malpighia setosa	Malpighiaceae
Malpighia umbellata	Malpighiaceae
Malus angustifolia	Rosaceae
Malus antonowka	Rosaceae
Malus asiatica	Rosaceae
Malus baccata	Rosaceae
Malus communis	Rosaceae
Malus coronaria	Rosaceae
Malus dasyphylla	Rosaceae
Malus diversifolia	Rosaceae
Malus domestica	Rosaceae
Malus florentina	Rosaceae
Malus floribunda	Rosaceae
Malus fusca	Rosaceae
Malus halliana	Rosaceae
Malus honanensis	Rosaceae
Malus hupehensis	Rosaceae
Malus ioensis	Rosaceae
Malus kansuensis	Rosaceae
Malus mandshurica	Rosaceae
Malus manshurica	Rosaceae
Malus melliana	Rosaceae
Malus microcarpa	Rosaceae
Malus micromalus	Rosaceae
Malus praecox	Rosaceae
Malus prattii	Rosaceae
Malus prunifolia	Rosaceae
Malus pumila	Rosaceae
Malus rivularis	Rosaceae
Malus robusta	Rosaceae
Malus rockii	Rosaceae
Malus sargenti	Rosaceae
Malus sargentii	Rosaceae
Malus sibirica	Rosaceae
Malus sieboldii	Rosaceae
Malus sikkimensis	Rosaceae
Malus spectabilis	Rosaceae
Malus sylvestris	Rosaceae
Malus toringoides	Rosaceae
Malus trilobata	Rosaceae
Malus yunnanensis	Rosaceae
Malus zumi	Rosaceae
Malva aegyptia	Malvaceae
Malva alcea	Malvaceae
Malva australiana	Malvaceae
Malva behriana	Malvaceae
Malva borealis	Malvaceae
Malva crispa	Malvaceae
Malva intermedia	Malvaceae
Malva montana	Malvaceae
Malva moschata	Malvaceae
Malva neglecta	Malvaceae
Malva neglecta-sylvestris	Malvaceae
Malva nicaeensis	Malvaceae
Malva parviflora	Malvaceae
Malva pusilla	Malvaceae
Malva rotundifolia	Malvaceae
Malva sylvestris	Malvaceae
Malva verticillata	Malvaceae
Malvastrum acaule	Malvaceae
Malvastrum americanum	Malvaceae
Malvastrum arboreus	Malvaceae
Malvastrum aurantiacum	Malvaceae
Malvastrum coromandelianum	Malvaceae
Malvastrum hispidum	Malvaceae
Malvastrum rotundifolium	Malvaceae
Malvastrum spicatum	Malvaceae
Malvastrum vitifolium	Malvaceae
Malvaviscus arboreus	Malvaceae
Malvaviscus williamsii	Malvaceae
Mammea africana	Clusiaceae
Mammea americana	Clusiaceae
Mammea bongo	Clusiaceae
Mammea calciphila	Clusiaceae
Mammea glauca	Clusiaceae
Mammea sessiliflora	Clusiaceae
Mammea touriga	Clusiaceae
Mammillaria aureilanata	Cactaceae
Mammillaria bocasana	Cactaceae
Mammillaria candida	Cactaceae
Mammillaria carnea	Cactaceae
Mammillaria crinita	Cactaceae
Mammillaria dioica	Cactaceae
Mammillaria grahamii	Cactaceae
Mammillaria lasiacantha	Cactaceae
Mammillaria longimamma	Cactaceae
Mammillaria louiseae	Cactaceae
Mammillaria orcuttii	Cactaceae
Mammillaria plumosa	Cactaceae
Mancoa hispida	Brassicaceae
Mancoa pubens	Brassicaceae
Mandevilla benthamii	Apocynaceae
Mandevilla convolvulacea	Apocynaceae
Mandevilla hirsuta	Apocynaceae
Mandevilla laxa	Apocynaceae
Mandevilla leptophylla	Apocynaceae
Mandevilla lutea	Apocynaceae
Mandevilla pendaltiana	Apocynaceae
Mandevilla rugellosa	Apocynaceae
Mandevilla sertuligera	Apocynaceae
Mandevilla subsagittata	Apocynaceae
Mandevilla villosa	Apocynaceae
Mandragora autumnalis	Solanaceae
Mandragora officinarum	Solanaceae
Manekia obtusa	Piperaceae
Manettia cordifolia	Rubiaceae
Manettia luteo-rubra	Rubiaceae
Manettia reclinata	Rubiaceae
Mangifera altissima	Anacardiaceae
Mangifera caesia	Anacardiaceae
Mangifera caloneura	Anacardiaceae
Mangifera duperreana	Anacardiaceae
Mangifera foetida	Anacardiaceae
Mangifera gedebi	Anacardiaceae
Mangifera globosa	Anacardiaceae
Mangifera griffithii	Anacardiaceae
Mangifera indica	Anacardiaceae
Mangifera lagenifera	Anacardiaceae
Mangifera laurina	Anacardiaceae
Mangifera longipetiolata	Anacardiaceae
Mangifera magnifica	Anacardiaceae
Mangifera minor	Anacardiaceae
Mangifera monandra	Anacardiaceae
Mangifera odorata	Anacardiaceae
Mangifera pajang	Anacardiaceae
Mangifera salomonensis	Anacardiaceae
Mangifera similis	Anacardiaceae
Mangifera sylvatica	Anacardiaceae
Manglietia aromatica	Magnoliaceae
Manglietia chingii	Magnoliaceae
Manglietia conifera	Magnoliaceae
Manglietia dandyi	Magnoliaceae
Manglietia fordiana	Magnoliaceae
Manglietia garrettii	Magnoliaceae
Manglietia glauca	Magnoliaceae
Manglietia grandis	Magnoliaceae
Manglietia hainanensis	Magnoliaceae
Manglietia insignis	Magnoliaceae
Manglietia lucida	Magnoliaceae
Manglietia megaphylla	Magnoliaceae
Manglietia moto	Magnoliaceae
Manglietia pachyclada	Magnoliaceae
Manglietia pachyphylla	Magnoliaceae
Manglietia sinica	Magnoliaceae
Mango irwin	Anacardiaceae
Mango kensington	Anacardiaceae
Manicaria saccifera	Arecaceae
Manihot brachyloba	Euphorbiaceae
Manihot caerulescens	Euphorbiaceae
Manihot carthaginensis	Euphorbiaceae
Manihot dichotoma	Euphorbiaceae
Manihot esculenta	Euphorbiaceae
Manihot glaziovii	Euphorbiaceae
Manihot grahamii	Euphorbiaceae
Manihot guaranitica	Euphorbiaceae
Manihot isoloba	Euphorbiaceae
Manihot leptophylla	Euphorbiaceae
Manihot rubricaulis	Euphorbiaceae
Manihot utilissima	Euphorbiaceae
Manilkara adans	Sapotaceae
Manilkara albescens	Sapotaceae
Manilkara amazonica	Sapotaceae
Manilkara bella	Sapotaceae
Manilkara bidentata	Sapotaceae
Manilkara butugi	Sapotaceae
Manilkara catingae	Sapotaceae
Manilkara cavalcantei	Sapotaceae
Manilkara celebica	Sapotaceae
Manilkara chicle	Sapotaceae
Manilkara concolor	Sapotaceae
Manilkara cuneifolia	Sapotaceae
Manilkara discolor	Sapotaceae
Manilkara elata	Sapotaceae
Manilkara excelsa	Sapotaceae
Manilkara fasciculata	Sapotaceae
Manilkara floribunda	Sapotaceae
Manilkara fouilloyana	Sapotaceae
Manilkara froesii	Sapotaceae
Manilkara hexandra	Sapotaceae
Manilkara huberi	Sapotaceae
Manilkara inundata	Sapotaceae
Manilkara jaimiqui	Sapotaceae
Manilkara kanosiensis	Sapotaceae
Manilkara kauki	Sapotaceae
Manilkara lacera	Sapotaceae
Manilkara letouzei	Sapotaceae
Manilkara littoralis	Sapotaceae
Manilkara longiciliata	Sapotaceae
Manilkara longifolia	Sapotaceae
Manilkara mabokeensis	Sapotaceae
Manilkara mayarensis	Sapotaceae
Manilkara meridionalis	Sapotaceae
Manilkara mochisia	Sapotaceae
Manilkara multinervis	Sapotaceae
Manilkara negrosensis	Sapotaceae
Manilkara nitida	Sapotaceae
Manilkara obovata	Sapotaceae
Manilkara paraensis	Sapotaceae
Manilkara pellegriniana	Sapotaceae
Manilkara roxburghiana	Sapotaceae
Manilkara rufula	Sapotaceae
Manilkara salzmannii	Sapotaceae
Manilkara sansibarensis	Sapotaceae
Manilkara sideroxylon	Sapotaceae
Manilkara solimoesensis	Sapotaceae
Manilkara staminodella	Sapotaceae
Manilkara subsericea	Sapotaceae
Manilkara sulcata	Sapotaceae
Manilkara surinamensis	Sapotaceae
Manilkara tampoloensis	Sapotaceae
Manilkara venulosa	Sapotaceae
Manilkara williamsii	Sapotaceae
Manilkara zapota	Sapotaceae
Manilkara zapotilla	Sapotaceae
Maniltoa grandiflora	Fabaceae
Maniltoa minor	Fabaceae
Maniltoa plurijuga	Fabaceae
Maniltoa polyandra	Fabaceae
Maniltoa psilogyne	Fabaceae
Manisuris altissima	Poaceae
Manisuris rugosa	Poaceae
Manniophyton fulvum	Euphorbiaceae
Manoao colensoi	Podocarpaceae
Manochlamys albicans	Chenopodiaceae
Manostachya staelioides	Rubiaceae
Manostachya ternifolia	Rubiaceae
Manotes macrantha	Connaraceae
Mansoa alliacea	Bignoniaceae
Mansoa difficilis	Bignoniaceae
Mansoa hymenaea	Bignoniaceae
Mansoa kerere	Bignoniaceae
Mansoa puberulus	Bignoniaceae
Mansoa standleyi	Bignoniaceae
Mansoa verrucifera	Bignoniaceae
Mansonia altissima	Sterculiaceae
Mansonia dipikae	Sterculiaceae
Mansonia gagei	Sterculiaceae
Manulea benthamiana	Scrophulariaceae
Manulea conferta	Scrophulariaceae
Manulea crassifolia	Scrophulariaceae
Manulea rhodantha	Scrophulariaceae
Manulea rhodesiana	Scrophulariaceae
Mapania cuspidata	Cyperaceae
Mapania macrocephala	Cyperaceae
Mapouria aegialodes	Rubiaceae
Mapouria berizokae	Rubiaceae
Mappia cordata	Icacinaceae
Mappia foetida	Icacinaceae
Mappia racemosa	Icacinaceae
Mappianthus iodoides	Icacinaceae
Maprounea africana	Euphorbiaceae
Maprounea guianensis	Euphorbiaceae
Maquira calophylla	Moraceae
Maquira coriacea	Moraceae
Maquira costaricana	Moraceae
Maquira guianensis	Moraceae
Maquira sclerophylla	Moraceae
Marah fabaceus	Cucurbitaceae
Marah gilensis	Cucurbitaceae
Marah macrocarpa	Cucurbitaceae
Marah macrocarpus	Cucurbitaceae
Marah oreganus	Cucurbitaceae
Maranta arundinacea	Marantaceae
Maranta tonckat	Marantaceae
Maranthes corymbosa	Chrysobalanaceae
Maranthes floribunda	Chrysobalanaceae
Maranthes glabra	Chrysobalanaceae
Maranthes goetzeniana	Chrysobalanaceae
Maranthes kerstingii	Chrysobalanaceae
Maranthes panamensis	Chrysobalanaceae
Maranthes robusta	Chrysobalanaceae
Marantochloa holostachya	Marantaceae
Marasmodes polycephalus	Asteraceae
Marasmodes undulata	Asteraceae
Marathrum haenkeanum	Podostemaceae
Marathrum rubrum	Podostemaceae
Marattia fraxinea	Marattiaceae
Marcelliopsis splendens	Amaranthaceae
Marcelliopsis welwitschii	Amaranthaceae
Marcetia taxifolia	Melastomataceae
Marcgravia brachysepala	Marcgraviaceae
Marcgravia brownei	Marcgraviaceae
Marcgravia coriacea	Marcgraviaceae
Marcgravia crenata	Marcgraviaceae
Marcgravia evenia	Marcgraviaceae
Marcgravia macrocarpa	Marcgraviaceae
Marcgravia mexicana	Marcgraviaceae
Marcgravia nepenthoides	Marcgraviaceae
Marcgravia oligandra	Marcgraviaceae
Marcgravia pedunculosa	Marcgraviaceae
Marcgravia polyantha	Marcgraviaceae
Marcgravia purpurea	Marcgraviaceae
Marcgravia rectiflora	Marcgraviaceae
Marcgravia schippii	Marcgraviaceae
Marcgravia sintenisii	Marcgraviaceae
Marcgravia stonei	Marcgraviaceae
Marcgravia tobagensis	Marcgraviaceae
Marcgravia umbellata	Marcgraviaceae
Marcgraviastrum mixtum	Marcgraviaceae
Marcgraviastrum subsessile	Marcgraviaceae
Maresia nana	Brassicaceae
Mareya micrantha	Euphorbiaceae
Mareyopsis longifolia	Euphorbiaceae
Margaranthus solanaceus	Solanaceae
Margaritaria anomala	Euphorbiaceae
Margaritaria decaryana	Euphorbiaceae
Margaritaria discoidea	Euphorbiaceae
Margaritaria indica	Euphorbiaceae
Margaritaria nobilis	Euphorbiaceae
Margyricarpus pinnatus	Rosaceae
Marianthus bicolor	Pittosporaceae
Marianthus bignoniaceus	Pittosporaceae
Marianthus granulatus	Pittosporaceae
Marianthus mollis	Pittosporaceae
Marianthus paralius	Pittosporaceae
Marila alternifolia	Clusiaceae
Marila grandiflora	Clusiaceae
Marila laxiflora	Clusiaceae
Marila pluricostata	Clusiaceae
Marila puntorojo	Clusiaceae
Marila tomentosa	Clusiaceae
Marina diffusa	Fabaceae
Marina neglecta	Fabaceae
Marina nutans	Fabaceae
Marina parryi	Fabaceae
Maripa axilliflora	Convolvulaceae
Maripa glabra	Convolvulaceae
Maripa nicaraguensis	Convolvulaceae
Maripa panamensis	Convolvulaceae
Maripa paniculata	Convolvulaceae
Maripa peruviana	Convolvulaceae
Maripa reticulata	Convolvulaceae
Maripa scandens	Convolvulaceae
Mariscus compactus	Cyperaceae
Mariscus cyperinus	Cyperaceae
Mariscus flavus	Cyperaceae
Mariscus hillebrandii	Cyperaceae
Mariscus javanicus	Cyperaceae
Mariscus pedunculatus	Cyperaceae
Mariscus sumatrensis	Cyperaceae
Mariscus thunbergii	Cyperaceae
Mariscus umbellatus	Cyperaceae
Markea camponoti	Solanaceae
Markea coccinea	Solanaceae
Markea ulei	Solanaceae
Markhamia acuminata	Bignoniaceae
Markhamia cauda-felina	Bignoniaceae
Markhamia lutea	Bignoniaceae
Markhamia obtusifolia	Bignoniaceae
Markhamia pierrei	Bignoniaceae
Markhamia platycalyx	Bignoniaceae
Markhamia sessilis	Bignoniaceae
Markhamia stipulata	Bignoniaceae
Markhamia tomentosa	Bignoniaceae
Markhamia zanzibarica	Bignoniaceae
Marlierea eugeniopsoides	Myrtaceae
Marlierea montana	Myrtaceae
Marlierea obscura	Myrtaceae
Marlierea reitzii	Myrtaceae
Marlierea schomburgkiana	Myrtaceae
Marlierea tomentosa	Myrtaceae
Marlieriopsis eggersii	Myrtaceae
Marmaroxylon basijugum	Fabaceae
Marmaroxylon dinizii	Fabaceae
Marmaroxylon racemosum	Fabaceae
Marmoritis pharica	Lamiaceae
Marquesia acuminata	Dipterocarpaceae
Marquesia macroura	Dipterocarpaceae
Marrubium alysson	Lamiaceae
Marrubium astracanicum	Lamiaceae
Marrubium catariifolium	Lamiaceae
Marrubium deserti	Lamiaceae
Marrubium incanum	Lamiaceae
Marrubium libanoticum	Lamiaceae
Marrubium peregrinum	Lamiaceae
Marrubium pestalozzae	Lamiaceae
Marrubium supinum	Lamiaceae
Marrubium vulgare	Lamiaceae
Marsdenia altissima	Asclepiadaceae
Marsdenia arabica	Asclepiadaceae
Marsdenia australis	Asclepiadaceae
Marsdenia cordifolia	Asclepiadaceae
Marsdenia coulteri	Asclepiadaceae
Marsdenia crassipes	Asclepiadaceae
Marsdenia cundurango	Asclepiadaceae
Marsdenia flavescens	Asclepiadaceae
Marsdenia glandulifera	Asclepiadaceae
Marsdenia hemiptera	Asclepiadaceae
Marsdenia lanata	Asclepiadaceae
Marsdenia latifolia	Asclepiadaceae
Marsdenia liisae	Asclepiadaceae
Marsdenia lloydii	Asclepiadaceae
Marsdenia longiloba	Asclepiadaceae
Marsdenia macrantha	Asclepiadaceae
Marsdenia macrophylla	Asclepiadaceae
Marsdenia mexicana	Asclepiadaceae
Marsdenia micradenia	Asclepiadaceae
Marsdenia mollissima	Asclepiadaceae
Marsdenia rostrata	Asclepiadaceae
Marsdenia rubrofusca	Asclepiadaceae
Marsdenia suaveolens	Asclepiadaceae
Marsdenia tenacissima	Asclepiadaceae
Marsdenia tinctoria	Asclepiadaceae
Marsdenia tomentosa	Asclepiadaceae
Marsdenia trivirgulata	Asclepiadaceae
Marsdenia truncata	Asclepiadaceae
Marsdenia tsaiana	Asclepiadaceae
Marsdenia verrucosa	Asclepiadaceae
Marsdenia viridiflora	Asclepiadaceae
Marsdenia xerohylica	Asclepiadaceae
Marshallia caespitosa	Asteraceae
Marsilea aegyptiaca	Marsileaceae
Marsilea apposita	Marsileaceae
Marsilea burchellii	Marsileaceae
Marsilea capensis	Marsileaceae
Marsilea drummondii	Marsileaceae
Marsilea ephippiocarpa	Marsileaceae
Marsilea farinosa	Marsileaceae
Marsilea macrocarpa	Marsileaceae
Marsilea minuta	Marsileaceae
Marsilea polycarpa	Marsileaceae
Marsilea quadrifolia	Marsileaceae
Marsilea vera	Marsileaceae
Marsilea villifolia	Marsileaceae
Marsippospermum grandiflorum	Juncaceae
Marsypianthes chamaedrys	Lamiaceae
Martinella obovata	Bignoniaceae
Martiodendron excelsum	Fabaceae
Martiodendron parviflorum	Fabaceae
Martynia annua	Pedaliaceae
Martynia louisianica	Pedaliaceae
Martynia lutea	Pedaliaceae
Martynia parviflora	Pedaliaceae
Martynia proboscidea	Pedaliaceae
Marumia nemorosa	Actinidiaceae
Mascagnia anisopetala	Malpighiaceae
Mascagnia benthamiana	Malpighiaceae
Mascagnia chlorocarpa	Malpighiaceae
Mascagnia cordifolia	Malpighiaceae
Mascagnia dissimilis	Malpighiaceae
Mascagnia divaricata	Malpighiaceae
Mascagnia glandulifera	Malpighiaceae
Mascagnia hippocrateoides	Malpighiaceae
Mascagnia hiraea	Malpighiaceae
Mascagnia lasiandra	Malpighiaceae
Mascagnia leucanthele	Malpighiaceae
Mascagnia macrodisca	Malpighiaceae
Mascagnia macrophylla	Malpighiaceae
Mascagnia macroptera	Malpighiaceae
Mascagnia nervosa	Malpighiaceae
Mascagnia ovatifolia	Malpighiaceae
Mascagnia parvifolia	Malpighiaceae
Mascagnia polybotrya	Malpighiaceae
Mascagnia psilophylla	Malpighiaceae
Mascagnia rivularis	Malpighiaceae
Mascagnia sepium	Malpighiaceae
Mascagnia stannea	Malpighiaceae
Mascagnia vacciniifolia	Malpighiaceae
Mascarenhasia angustifolia	Apocynaceae
Mascarenhasia arborescens	Apocynaceae
Mascarenhasia lisianthiflora	Apocynaceae
Maschalocorymbus corymbosus	Rubiaceae
Masdevallia livingstoneana	Orchidaceae
Masonhalea richardsonii	Parmeliaceae
Massonia pustulata	Hyacinthaceae
Massularia acuminata	Rubiaceae
Mastersiella digitata	Restionaceae
Mastigostyla gracilis	Iridaceae
Mastixia arborea	Cornaceae
Mastixia cuspidata	Cornaceae
Mastixia eugenioides	Cornaceae
Mastixia kaniensis	Cornaceae
Mastixia macrophylla	Cornaceae
Mastixia octandra	Cornaceae
Mastixia pentandra	Cornaceae
Mastixia rostrata	Cornaceae
Mastixia tetrandra	Cornaceae
Mastixia tetrapetala	Cornaceae
Mastixia trichotoma	Cornaceae
Mastixiodendron flavidum	Rubiaceae
Mastixiodendron pachyclados	Rubiaceae
Mastixiodendron smithii	Rubiaceae
Mastixiodendron stoddardii	Rubiaceae
Matá matá	
Mata-mata vermelho	
Matayba apetala	Sapindaceae
Matayba arborescens	Sapindaceae
Matayba domingensis	Sapindaceae
Matayba elaeagnoides	Sapindaceae
Matayba glaberrima	Sapindaceae
Matayba granulosa	Sapindaceae
Matayba guianensis	Sapindaceae
Matayba inelegans	Sapindaceae
Matayba ocho	Sapindaceae
Matayba opaca	Sapindaceae
Matayba oppositifolia	Sapindaceae
Matayba purgans	Sapindaceae
Matayba scrobiculata	Sapindaceae
Matelea cordifolia	Asclepiadaceae
Matelea decaisnei	Asclepiadaceae
Matelea maritima	Asclepiadaceae
Matelea obliqua	Asclepiadaceae
Matelea reflexa	Asclepiadaceae
Matelea reticulata	Asclepiadaceae
Matelea rubra	Asclepiadaceae
Matelea trachyantha	Asclepiadaceae
Matelea urceolata	Asclepiadaceae
Mathewsia incana	Brassicaceae
Mathewsia nivea	Brassicaceae
Matisia bicolor	Bombacaceae
Matisia bracteolosa	Bombacaceae
Matisia cordata	Bombacaceae
Matisia hirta	Bombacaceae
Matisia longiflora	Bombacaceae
Matisia malacocalyx	Bombacaceae
Matisia obliquifolia	Bombacaceae
Matisia oblongifolia	Bombacaceae
Matisia ochrocalyx	Bombacaceae
Matisia rhombifolia	Bombacaceae
Matricaria capensis	Asteraceae
Matricaria caucasica	Asteraceae
Matricaria chamomilla	Asteraceae
Matricaria discoidea	Asteraceae
Matricaria inodora	Asteraceae
Matricaria maritima	Asteraceae
Matricaria matricarioides	Asteraceae
Matricaria occidentalis	Asteraceae
Matricaria perforata	Asteraceae
Matricaria recutita	Asteraceae
Matricaria suaveolens	Asteraceae
Matricaria trichophylla	Asteraceae
Matteuccia orientalis	Woodsiaceae
Matteuccia struthiopteris	Woodsiaceae
Matthiola annua	Brassicaceae
Matthiola aspera	Brassicaceae
Matthiola bicornis	Brassicaceae
Matthiola capiomontiana	Brassicaceae
Matthiola fruticulosa	Brassicaceae
Matthiola incana	Brassicaceae
Matthiola livida	Brassicaceae
Matthiola longipetala	Brassicaceae
Matthiola lunata	Brassicaceae
Matthiola maderensis	Brassicaceae
Matthiola maroccana	Brassicaceae
Matthiola odoratissima	Brassicaceae
Matthiola ovatifolia	Brassicaceae
Matthiola parviflora	Brassicaceae
Matthiola sinuata	Brassicaceae
Matthiola tricuspidata	Brassicaceae
Matucana pujupatii	Cactaceae
Mauloutchia chapelieri	Myristicaceae
Maurandella antirrhiniflora	Scrophulariaceae
Maurandya antirrhiniflora	Scrophulariaceae
Maurandya barclaiana	Scrophulariaceae
Maurandya erubescens	Scrophulariaceae
Maurandya scandens	Scrophulariaceae
Mauria heterophylla	Anacardiaceae
Mauria puberula	Anacardiaceae
Mauritia flexuosa	Arecaceae
Mauritiella armata	Arecaceae
Maurocenia frangula	Celastraceae
Maxillaria valenzuelana	Orchidaceae
Maxillaria variabilis	Orchidaceae
Maximiliana regia	Arecaceae
Maximowiczia sonorae	Cucurbitaceae
Mayaca sellowiana	Mayacaceae
Mayna amazonica	Flacourtiaceae
Mayna anelio	Flacourtiaceae
Mayna echinata	Flacourtiaceae
Mayna grandifolia	Flacourtiaceae
Mayna longifolia	Flacourtiaceae
Mayna odorata	Flacourtiaceae
Mayna parvifolia	Flacourtiaceae
Mayodendron igneum	Bignoniaceae
Maytenus acuminata	Celastraceae
Maytenus alaternoides	Celastraceae
Maytenus albata	Celastraceae
Maytenus aquifolium	Celastraceae
Maytenus bilocularis	Celastraceae
Maytenus boaria	Celastraceae
Maytenus buchananii	Celastraceae
Maytenus canariensis	Celastraceae
Maytenus cardenasii	Celastraceae
Maytenus cassineformis	Celastraceae
Maytenus chasei	Celastraceae
Maytenus chubutensis	Celastraceae
Maytenus clarendonensis	Celastraceae
Maytenus crenata	Celastraceae
Maytenus cuezzoi	Celastraceae
Maytenus cunninghamii	Celastraceae
Maytenus disperma	Celastraceae
Maytenus disticha	Celastraceae
Maytenus drummondii	Celastraceae
Maytenus ebenifolia	Celastraceae
Maytenus eggersii	Celastraceae
Maytenus ferdinandi	Celastraceae
Maytenus ficiformis	Celastraceae
Maytenus guyanensis	Celastraceae
Maytenus heterophylla	Celastraceae
Maytenus ilicifolia	Celastraceae
Maytenus jamaicensis	Celastraceae
Maytenus karstenii	Celastraceae
Maytenus krukovii	Celastraceae
Maytenus laevis	Celastraceae
Maytenus litoralis	Celastraceae
Maytenus macrocarpa	Celastraceae
Maytenus magellanica	Celastraceae
Maytenus magnifolia	Celastraceae
Maytenus micrantha	Celastraceae
Maytenus mossambicensis	Celastraceae
Maytenus myrsinoides	Celastraceae
Maytenus obscura	Celastraceae
Maytenus obtusifolia	Celastraceae
Maytenus octogona	Celastraceae
Maytenus oleoides	Celastraceae
Maytenus oxycarpa	Celastraceae
Maytenus peduncularis	Celastraceae
Maytenus phyllanthoides	Celastraceae
Maytenus procumbens	Celastraceae
Maytenus pubescens	Celastraceae
Maytenus putterlickioides	Celastraceae
Maytenus robusta	Celastraceae
Maytenus rufa	Celastraceae
Maytenus schippii	Celastraceae
Maytenus segoviarum	Celastraceae
Maytenus senegalensis	Celastraceae
Maytenus sieberiana	Celastraceae
Maytenus silvestris	Celastraceae
Maytenus spinosa	Celastraceae
Maytenus tenuifolia	Celastraceae
Maytenus tenuispina	Celastraceae
Maytenus undata	Celastraceae
